cell_id,sample_id,neuron_label,EGFP_Seq1_hi,dTomato_Seq2_hi,EGFP_dTomato_dual_hi,group
afplodgc-1,TMA00318,Abeta-RA-LTMR,False,False,False,none
agaagbeb-1,TMA00318,Abeta-Field,False,False,False,none
agadheik-1,TMA00318,Adelta-LTMR,False,False,False,none
agafggge-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,none
agaiidne-1,TMA00318,C-LTMR,False,False,False,none
agapemlb-1,TMA00318,Abeta-RA-LTMR,False,False,False,none
agbalmak-1,TMA00318,CGRP-Zeta,False,False,False,none
agblnmlh-1,TMA00318,CGRP-Zeta,False,False,False,none
agbmjani-1,TMA00318,Abeta-Field,False,False,False,none
agbnplfe-1,TMA00318,C-LTMR,False,False,False,none
agccomnb-1,TMA00318,Abeta-RA-LTMR,False,False,False,none
agcdfipi-1,TMA00318,C-LTMR,False,False,False,none
agcgckmd-1,TMA00318,CGRP-Epsilion,False,False,False,none
agcinkli-1,TMA00318,C-LTMR,False,False,False,none
